subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,11,0.0-4.0-0.0,180056,3088,"<div style=""font-size:20px;""><p>Carving a statue using telekinesis.</p></div>",9,2,Carving a statue using,carve a statue using,Can you carve a statue using,[NP] carved a statue using,a chisel,a toothpick,a valley,telekinesis,began,yesterday,tool,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_magic,Carving a statue using telekinesis.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,13,0.0-4.0-0.1,185170,4101,"<div style=""font-size:20px;""><p>Cooking dinner out of clay.</p></div>",9,11,Cooking dinner out of,cook dinner out of,Can you cook dinner out of,[NP] cooked dinner out of,pasta,clay,thunder,a potion,through,words,material,critical,html-keyboard-response,0.23562028128131574,impossible,improbable,Cooking dinner out of clay.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,15,0.0-4.0-0.2,188159,1979,"<div style=""font-size:20px;""><p>Using a telescope to look at the sun.</p></div>",1,3,Using a telescope to look at,use a telescope to look at,Can you use a telescope to look at,[NP] used a telescope to look at,the moon,the sun,a molecule,unicorns,of,a decade,object,critical,html-keyboard-response,0.23562028128131574,probable,improbable,Using a telescope to look at the sun.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,17,0.0-4.0-0.3,194122,4950,"<div style=""font-size:20px;""><p>Constructing a tower using your mind.</p></div>",9,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_magic,Constructing a tower using your mind.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,19,0.0-4.0-0.4,197006,1872,"<div style=""font-size:20px;""><p>Drawing a picture using magic.</p></div>",9,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_magic,Drawing a picture using magic.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,21,0.0-4.0-0.5,199795,1779,"<div style=""font-size:20px;""><p>Smashing a pumpkin using a number.</p></div>",0,18,Smashing a pumpkin using,smash a pumpkin using,Can you smash a pumpkin using,[NP] smashed a pumpkin using,a hammer,a brick,a leaf,a wizard,have,a number,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_semantic,Smashing a pumpkin using a number.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,23,0.0-4.0-0.6,202504,1697,"<div style=""font-size:20px;""><p>Knitting a scarf using telepathy.</p></div>",9,27,Knitting a scarf using,knit a scarf using,Can you knit a scarf using,[NP] knitted a scarf using,yarn,wire,lava,telepathy,for,sadness,material,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_magic,Knitting a scarf using telepathy.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,25,0.0-4.0-0.7,205837,2329,"<div style=""font-size:20px;""><p>Sealing a box using jokes.</p></div>",9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.23562028128131574,impossible,inconceivable_semantic,Sealing a box using jokes.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,27,0.0-4.0-0.8,208646,1802,"<div style=""font-size:20px;""><p>Hiding a gift using concepts.</p></div>",0,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_semantic,Hiding a gift using concepts.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,29,0.0-4.0-0.9,214012,4363,"<div style=""font-size:20px;""><p>Wiping a spill using a piano.</p></div>",2,19,Wiping a spill using,wipe a spill using,Can you wipe a spill using,[NP] wiped a spill using,a tissue,a scarf,a piano,divination,make,sentences,tool,critical,html-keyboard-response,0.23562028128131574,improbable,impossible_physics,Wiping a spill using a piano.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,31,0.0-4.0-0.10,217505,2487,"<div style=""font-size:20px;""><p>Taking a bath in tea.</p></div>",2,12,Taking a bath in,take a bath in,Can you take a bath in,[NP] took a bath in,bubbles,tea,light,crystals,without,language,material,critical,html-keyboard-response,0.23562028128131574,improbable,improbable,Taking a bath in tea.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,33,0.0-4.0-0.11,222522,4015,"<div style=""font-size:20px;""><p>Crafting jewelry using beads.</p></div>",1,15,Crafting jewelry using,craft jewelry using,Can you craft jewelry using,[NP] crafted jewelry using,beads,leather,a volcano,alchemy,until,opinions,tool,critical,html-keyboard-response,0.23562028128131574,probable,probable,Crafting jewelry using beads.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,35,0.0-4.0-0.12,225560,2022,"<div style=""font-size:20px;""><p>Building a robot out of honesty.</p></div>",0,6,Building a robot out of,build a robot out of,Can you build a robot out of,[NP] built a robot out of,metal,plastic,soup,elixirs,with,honesty,material,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_semantic,Building a robot out of honesty.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,37,0.0-4.0-0.13,228725,2163,"<div style=""font-size:20px;""><p>Washing your hair with mermaids.</p></div>",2,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.23562028128131574,improbable,impossible_magic,Washing your hair with mermaids.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,39,0.0-4.0-0.14,233474,3737,"<div style=""font-size:20px;""><p>Towing a car using a horse.</p></div>",2,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.23562028128131574,improbable,improbable,Towing a car using a horse.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,41,0.0-4.0-0.15,237066,2591,"<div style=""font-size:20px;""><p>Growing vegetables in bleach.</p></div>",9,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,stardust,become,justice,material,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_physics,Growing vegetables in bleach.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,43,0.0-4.0-0.16,240370,2302,"<div style=""font-size:20px;""><p>Writing a letter using wind.</p></div>",9,10,Writing a letter using,write a letter using,Can you write a letter using,[NP] wrote a letter using,a pen,a toothbrush,wind,a wand,onto,time,tool,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_physics,Writing a letter using wind.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,45,0.0-4.0-0.17,242487,1102,"<div style=""font-size:20px;""><p>Lighting a candle with years.</p></div>",0,21,Lighting a candle with,light a candle with,Can you light a candle with,[NP] lit a candle with,a match,a blowtorch,a pool,spells,choose,years,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_semantic,Lighting a candle with years.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,47,0.0-4.0-0.18,245147,1645,"<div style=""font-size:20px;""><p>Painting a house using before.</p></div>",0,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_syntactic,Painting a house using before.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,49,0.0-4.0-0.19,247396,1240,"<div style=""font-size:20px;""><p>Building a bridge out of from.</p></div>",0,24,Building a bridge out of,construct a bridge out of,Can you construct a bridge out of,[NP] constructed a bridge out of,steel,plastic,gas,ambrosia,from,truth,material,critical,html-keyboard-response,0.23562028128131574,nonsense,inconceivable_syntactic,Building a bridge out of from.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,51,0.0-4.0-0.20,250521,2113,"<div style=""font-size:20px;""><p>Crafting a bowl out of smoke.</p></div>",9,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.23562028128131574,impossible,impossible_physics,Crafting a bowl out of smoke.,session-657b6d4c8e693
anon_subject_23,657a657ec1de517384e4122b,657b6a92e1c53298c979c78c,53,0.0-4.0-0.21,254378,2841,"<div style=""font-size:20px;""><p>Flying a kite using floss.</p></div>",2,7,Flying a kite using,fly a kite using,Can you fly a kite using,[NP] flew a kite using,string,floss,lead,witchcraft,give,a sound,tool,critical,html-keyboard-response,0.23562028128131574,improbable,improbable,Flying a kite using floss.,session-657b6d4c8e693
