subject_id,study_id,session_id,trial_index,internal_node_id,time_elapsed,rt,stimulus,response,item_id,original_item_id,prefix,infinitive_prefix,expt_prefix,sentence_prefix,probable,improbable,impossible_physics,impossible_magic,inconceivable_syntactic,inconceivable_semantic,prefix_type,task_type,trial_type,rng_seed,response_label,condition,query,session_file_id
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,10,0.0-3.0-0.0,47398,2656,"<div style=""font-size:20px;""><p>Could someone bake a cake using an oven?</p></div>",1,1,1,Baking a cake using,bake a cake using,Can you bake a cake using,[NP] baked a cake using,an oven,an airfryer,a refrigerator,superpowers,grasp,anger,tool,critical,html-keyboard-response,0.06914232995603098,yes,probable,Could someone bake a cake using an oven?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,12,0.0-3.0-0.1,49710,1310,"<div style=""font-size:20px;""><p>Could someone construct a tower using [POSS] mind?</p></div>",0,14,26,Constructing a tower using,construct a tower using,Can you construct a tower using,[NP] constructed a tower using,concrete,blocks,a lake,[POSS] mind,while,laughter,material,critical,html-keyboard-response,0.06914232995603098,no,impossible_magic,Could someone construct a tower using [POSS] mind?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,14,0.0-3.0-0.2,52429,1704,"<div style=""font-size:20px;""><p>Could someone paint a house using a planet?</p></div>",0,8,14,Painting a house using,paint a house using,Can you paint a house using,[NP] painted a house using,a brush,a mop,a planet,incantations,before,questions,tool,critical,html-keyboard-response,0.06914232995603098,no,impossible_physics,Could someone paint a house using a planet?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,16,0.0-3.0-0.3,55541,2099,"<div style=""font-size:20px;""><p>Could someone chill a drink using ice?</p></div>",1,2,4,Chilling a drink using,chill a drink using,Can you chill a drink using,[NP] chilled a drink using,ice,snow,fire,pixies,at,tomorrow,tool,critical,html-keyboard-response,0.06914232995603098,yes,probable,Could someone chill a drink using ice?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,18,0.0-3.0-0.4,58141,1593,"<div style=""font-size:20px;""><p>Could someone craft a bowl out of friction?</p></div>",0,5,8,Crafting a bowl out of,craft a bowl out of,Can you craft a bowl out of,[NP] crafted a bowl out of,clay,mud,smoke,auras,forget,friction,material,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_semantic,Could someone craft a bowl out of friction?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,20,0.0-3.0-0.5,61253,2109,"<div style=""font-size:20px;""><p>Could someone start a fire using traffic?</p></div>",0,12,23,Starting a fire using,start a fire using,Can you start a fire using,[NP] started a fire using,kindling,furniture,milk,enchantments,sometimes,traffic,tool,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_semantic,Could someone start a fire using traffic?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,22,0.0-3.0-0.6,64541,2282,"<div style=""font-size:20px;""><p>Could someone shovel a driveway full of except?</p></div>",0,13,25,Shoveling a driveway full of,shovel a driveway full of,Can you shovel a driveway full of,[NP] shoveled a driveway full of,snow,ice,sunshine,ogres,except,rumors,material,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_syntactic,Could someone shovel a driveway full of except?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,24,0.0-3.0-0.7,67662,2107,"<div style=""font-size:20px;""><p>Could someone draw a picture using a mountain?</p></div>",0,18,30,Drawing a picture using,draw a picture using,Can you draw a picture using,[NP] drew a picture using,a pencil,lipstick,a mountain,magic,always,a smell,tool,critical,html-keyboard-response,0.06914232995603098,no,impossible_physics,Could someone draw a picture using a mountain?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,26,0.0-3.0-0.8,70430,1754,"<div style=""font-size:20px;""><p>Could someone grow vegetables in sand?</p></div>",1,6,9,Growing vegetables in,grow vegetables in,Can you grow vegetables in,[NP] grew vegetables in,soil,sand,bleach,a potion,become,justice,material,critical,html-keyboard-response,0.06914232995603098,yes,improbable,Could someone grow vegetables in sand?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,28,0.0-3.0-0.9,75581,4148,"<div style=""font-size:20px;""><p>Could someone wash their hair with air?</p></div>",0,16,28,Washing your hair with,wash your hair with,Can you wash your hair with,[NP] washed [POSS] hair with,shampoo,detergent,air,mermaids,though,minutes,tool,critical,html-keyboard-response,0.06914232995603098,no,impossible_physics,Could someone wash their hair with air?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,30,0.0-3.0-0.10,78374,1757,"<div style=""font-size:20px;""><p>Could someone construct a castle using follow?</p></div>",0,10,20,Constructing a castle using,construct a castle using,Can you construct a castle using,[NP] constructed a castle using,bricks,gems,a star,wizardry,follow,boredom,tool,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_syntactic,Could someone construct a castle using follow?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,32,0.0-3.0-0.11,81469,2089,"<div style=""font-size:20px;""><p>Could someone brew coffee using into?</p></div>",0,7,13,Brewing coffee using,brew coffee using,Can you brew coffee using,[NP] brewed coffee using,water,soda,glue,lightsabers,into,numbers,tool,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_syntactic,Could someone brew coffee using into?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,34,0.0-3.0-0.12,84686,2090,"<div style=""font-size:20px;""><p>Could someone seal a box using magnets?</p></div>",0,9,17,Sealing a box using,seal a box using,Can you seal a box using,[NP] sealed a box using,tape,magnets,wine,sorcery,do,jokes,tool,critical,html-keyboard-response,0.06914232995603098,no,improbable,Could someone seal a box using magnets?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,36,0.0-3.0-0.13,87366,1674,"<div style=""font-size:20px;""><p>Could someone tow a car using a truck?</p></div>",1,11,22,Towing a car using,tow a car using,Can you tow a car using,[NP] towed a car using,a truck,a horse,a butterfly,aliens,then,freedom,tool,critical,html-keyboard-response,0.06914232995603098,yes,probable,Could someone tow a car using a truck?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,38,0.0-3.0-0.14,89774,1396,"<div style=""font-size:20px;""><p>Could someone wash dishes using arithmetic?</p></div>",0,3,5,Washing dishes using,wash dishes using,Can you wash dishes using,[NP] washed dishes using,soap,rain,lightning,fairies,fell,arithmetic,tool,critical,html-keyboard-response,0.06914232995603098,no,inconceivable_semantic,Could someone wash dishes using arithmetic?,session-65a04185c5cb4
anon_subject_285,659f04805339f753c1b65235,65a03ef5ee5c94479846d5af,40,0.0-3.0-0.15,92534,1750,"<div style=""font-size:20px;""><p>Could someone hide a gift using invisibility?</p></div>",0,17,29,Hiding a gift using,hide a gift using,Can you hide a gift using,[NP] hid a gift using,a closet,a tarp,a cloud,invisibility,during,concepts,tool,critical,html-keyboard-response,0.06914232995603098,no,impossible_magic,Could someone hide a gift using invisibility?,session-65a04185c5cb4
