item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
0,He baked a cake inside,probable,an oven.,-6.983583450317383,-2.3278611501057944,allenai/OLMo-7B-0424-hf,step36000-tokens150B
0,He baked a cake inside,improbable,an airfryer.,-18.94230365753174,-3.157050609588623,allenai/OLMo-7B-0424-hf,step36000-tokens150B
0,He baked a cake inside,impossible,a freezer.,-9.761127471923828,-3.253709157307943,allenai/OLMo-7B-0424-hf,step36000-tokens150B
0,He baked a cake inside,inconceivable,a sigh.,-16.594999313354492,-5.531666437784831,allenai/OLMo-7B-0424-hf,step36000-tokens150B
0,He baked a cake inside,inconceivable_syntactic,grasp.,-20.914578437805176,-10.457289218902588,allenai/OLMo-7B-0424-hf,step36000-tokens150B
1,He boiled water using,probable,a kettle.,-5.611081123352051,-1.4027702808380127,allenai/OLMo-7B-0424-hf,step36000-tokens150B
1,He boiled water using,improbable,a microwave.,-9.093862533569336,-3.031287511189779,allenai/OLMo-7B-0424-hf,step36000-tokens150B
1,He boiled water using,impossible,a refrigerator.,-14.56082534790039,-4.85360844930013,allenai/OLMo-7B-0424-hf,step36000-tokens150B
1,He boiled water using,inconceivable,justice.,-17.995387077331543,-8.997693538665771,allenai/OLMo-7B-0424-hf,step36000-tokens150B
1,He boiled water using,inconceivable_syntactic,began.,-17.95107650756836,-8.97553825378418,allenai/OLMo-7B-0424-hf,step36000-tokens150B
2,He broke a coconut using,probable,a rock.,-7.561310768127441,-2.520436922709147,allenai/OLMo-7B-0424-hf,step36000-tokens150B
2,He broke a coconut using,improbable,a table.,-12.421863555908203,-4.140621185302734,allenai/OLMo-7B-0424-hf,step36000-tokens150B
2,He broke a coconut using,impossible,a pillow.,-13.308584213256836,-4.436194737752278,allenai/OLMo-7B-0424-hf,step36000-tokens150B
2,He broke a coconut using,inconceivable,a texture.,-17.99794101715088,-5.999313672383626,allenai/OLMo-7B-0424-hf,step36000-tokens150B
2,He broke a coconut using,inconceivable_syntactic,of.,-14.723036766052246,-7.361518383026123,allenai/OLMo-7B-0424-hf,step36000-tokens150B
3,He built a house out of,probable,brick.,-7.601914405822754,-3.800957202911377,allenai/OLMo-7B-0424-hf,step36000-tokens150B
3,He built a house out of,improbable,grass.,-9.536960124969482,-4.768480062484741,allenai/OLMo-7B-0424-hf,step36000-tokens150B
3,He built a house out of,impossible,gas.,-11.983419418334961,-5.9917097091674805,allenai/OLMo-7B-0424-hf,step36000-tokens150B
3,He built a house out of,inconceivable,language.,-12.690686225891113,-6.345343112945557,allenai/OLMo-7B-0424-hf,step36000-tokens150B
3,He built a house out of,inconceivable_syntactic,at.,-16.53203010559082,-8.26601505279541,allenai/OLMo-7B-0424-hf,step36000-tokens150B
4,He built a bridge out of,probable,steel.,-8.160183906555176,-4.080091953277588,allenai/OLMo-7B-0424-hf,step36000-tokens150B
4,He built a bridge out of,improbable,plastic.,-8.319376945495605,-4.159688472747803,allenai/OLMo-7B-0424-hf,step36000-tokens150B
4,He built a bridge out of,impossible,soup.,-11.190628051757812,-5.595314025878906,allenai/OLMo-7B-0424-hf,step36000-tokens150B
4,He built a bridge out of,inconceivable,dance.,-13.621424674987793,-6.8107123374938965,allenai/OLMo-7B-0424-hf,step36000-tokens150B
4,He built a bridge out of,inconceivable_syntactic,fell.,-16.85905933380127,-8.429529666900635,allenai/OLMo-7B-0424-hf,step36000-tokens150B
