item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
0,He baked a cake inside,probable,an oven.,-9.461856842041016,-3.1539522806803384,allenai/OLMo-7B-0424-hf,step8500-tokens35B
0,He baked a cake inside,improbable,an airfryer.,-21.03113555908203,-3.5051892598470054,allenai/OLMo-7B-0424-hf,step8500-tokens35B
0,He baked a cake inside,impossible,a freezer.,-11.165410995483398,-3.721803665161133,allenai/OLMo-7B-0424-hf,step8500-tokens35B
0,He baked a cake inside,inconceivable,a sigh.,-18.528539657592773,-6.176179885864258,allenai/OLMo-7B-0424-hf,step8500-tokens35B
0,He baked a cake inside,inconceivable_syntactic,grasp.,-19.7753267288208,-9.8876633644104,allenai/OLMo-7B-0424-hf,step8500-tokens35B
1,He boiled water using,probable,a kettle.,-7.912457466125488,-1.978114366531372,allenai/OLMo-7B-0424-hf,step8500-tokens35B
1,He boiled water using,improbable,a microwave.,-8.939730644226074,-2.979910214742025,allenai/OLMo-7B-0424-hf,step8500-tokens35B
1,He boiled water using,impossible,a refrigerator.,-11.688491821289062,-3.8961639404296875,allenai/OLMo-7B-0424-hf,step8500-tokens35B
1,He boiled water using,inconceivable,justice.,-16.370651245117188,-8.185325622558594,allenai/OLMo-7B-0424-hf,step8500-tokens35B
1,He boiled water using,inconceivable_syntactic,began.,-17.87868595123291,-8.939342975616455,allenai/OLMo-7B-0424-hf,step8500-tokens35B
2,He broke a coconut using,probable,a rock.,-9.537616729736328,-3.179205576578776,allenai/OLMo-7B-0424-hf,step8500-tokens35B
2,He broke a coconut using,improbable,a table.,-11.389596939086914,-3.796532313028971,allenai/OLMo-7B-0424-hf,step8500-tokens35B
2,He broke a coconut using,impossible,a pillow.,-10.74467658996582,-3.58155886332194,allenai/OLMo-7B-0424-hf,step8500-tokens35B
2,He broke a coconut using,inconceivable,a texture.,-15.64040470123291,-5.213468233744304,allenai/OLMo-7B-0424-hf,step8500-tokens35B
2,He broke a coconut using,inconceivable_syntactic,of.,-15.789661407470703,-7.894830703735352,allenai/OLMo-7B-0424-hf,step8500-tokens35B
3,He built a house out of,probable,brick.,-7.132108688354492,-3.566054344177246,allenai/OLMo-7B-0424-hf,step8500-tokens35B
3,He built a house out of,improbable,grass.,-8.665887832641602,-4.332943916320801,allenai/OLMo-7B-0424-hf,step8500-tokens35B
3,He built a house out of,impossible,gas.,-13.048124313354492,-6.524062156677246,allenai/OLMo-7B-0424-hf,step8500-tokens35B
3,He built a house out of,inconceivable,language.,-15.191911697387695,-7.595955848693848,allenai/OLMo-7B-0424-hf,step8500-tokens35B
3,He built a house out of,inconceivable_syntactic,at.,-17.96126365661621,-8.980631828308105,allenai/OLMo-7B-0424-hf,step8500-tokens35B
4,He built a bridge out of,probable,steel.,-9.044914245605469,-4.522457122802734,allenai/OLMo-7B-0424-hf,step8500-tokens35B
4,He built a bridge out of,improbable,plastic.,-10.728155136108398,-5.364077568054199,allenai/OLMo-7B-0424-hf,step8500-tokens35B
4,He built a bridge out of,impossible,soup.,-15.578459739685059,-7.789229869842529,allenai/OLMo-7B-0424-hf,step8500-tokens35B
4,He built a bridge out of,inconceivable,dance.,-18.582387924194336,-9.291193962097168,allenai/OLMo-7B-0424-hf,step8500-tokens35B
4,He built a bridge out of,inconceivable_syntactic,fell.,-17.559576988220215,-8.779788494110107,allenai/OLMo-7B-0424-hf,step8500-tokens35B
5,He called a friend using,probable,a phone.,-10.535055160522461,-3.511685053507487,allenai/OLMo-7B-0424-hf,step8500-tokens35B
5,He called a friend using,improbable,a laptop.,-10.441174507141113,-3.480391502380371,allenai/OLMo-7B-0424-hf,step8500-tokens35B
5,He called a friend using,impossible,a sandwich.,-13.266260147094727,-4.422086715698242,allenai/OLMo-7B-0424-hf,step8500-tokens35B
5,He called a friend using,inconceivable,mass.,-15.321678161621094,-7.660839080810547,allenai/OLMo-7B-0424-hf,step8500-tokens35B
5,He called a friend using,inconceivable_syntactic,with.,-14.44521427154541,-7.222607135772705,allenai/OLMo-7B-0424-hf,step8500-tokens35B
6,He carried groceries inside,probable,a tote bag.,-14.328439712524414,-2.865687942504883,allenai/OLMo-7B-0424-hf,step8500-tokens35B
6,He carried groceries inside,improbable,a backpack.,-11.462536811828613,-3.820845603942871,allenai/OLMo-7B-0424-hf,step8500-tokens35B
6,He carried groceries inside,impossible,a tornado.,-16.426993370056152,-5.475664456685384,allenai/OLMo-7B-0424-hf,step8500-tokens35B
6,He carried groceries inside,inconceivable,a law.,-19.566142082214355,-6.522047360738118,allenai/OLMo-7B-0424-hf,step8500-tokens35B
6,He carried groceries inside,inconceivable_syntactic,give.,-18.95042133331299,-9.475210666656494,allenai/OLMo-7B-0424-hf,step8500-tokens35B
7,He carved a statue using,probable,a chisel.,-11.706751823425293,-2.9266879558563232,allenai/OLMo-7B-0424-hf,step8500-tokens35B
7,He carved a statue using,improbable,a nail.,-11.965193748474121,-3.9883979161580405,allenai/OLMo-7B-0424-hf,step8500-tokens35B
7,He carved a statue using,impossible,a sock.,-15.100915908813477,-5.033638636271159,allenai/OLMo-7B-0424-hf,step8500-tokens35B
