item_id,eval_prefix,condition,continuation,token_idx,token,token_logprob,is_continuation_token,model
0,He baked a cake inside,probable,an oven.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,3,Ġbaked,-13.017425537109375,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,4,Ġa,-2.0190582275390625,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,5,Ġcake,-1.3032617568969727,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,6,Ġinside,-7.327756881713867,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,7,Ġan,-2.306215286254883,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,8,Ġoven,-2.759005546569824,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,probable,an oven.,9,.,-2.8264999389648438,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,1,<|begin_of_text|>,-21.96694564819336,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,2,He,-7.823162078857422,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,3,Ġbaked,-13.017416000366211,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,4,Ġa,-2.0190610885620117,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,5,Ġcake,-1.3032588958740234,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,6,Ġinside,-7.327775001525879,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,7,Ġan,-2.3062000274658203,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,8,Ġair,-5.51969051361084,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,9,f,-5.524312973022461,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,10,ry,-0.005008697509765625,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,11,er,-0.001529693603515625,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,improbable,an airfryer.,12,.,-2.059305191040039,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,3,Ġbaked,-13.017425537109375,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,4,Ġa,-2.0190582275390625,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,5,Ġcake,-1.3032617568969727,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,6,Ġinside,-7.327756881713867,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,7,Ġa,-0.5779800415039062,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,8,Ġfreezer,-8.13931655883789,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,impossible,a freezer.,9,.,-2.192790985107422,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,3,Ġbaked,-13.017425537109375,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,4,Ġa,-2.0190582275390625,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,5,Ġcake,-1.3032617568969727,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,6,Ġinside,-7.327756881713867,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,7,Ġa,-0.5779800415039062,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,8,Ġsigh,-15.18342113494873,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable,a sigh.,9,.,-2.6492137908935547,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,1,<|begin_of_text|>,-21.966934204101562,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,3,Ġbaked,-13.01742172241211,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,4,Ġa,-2.0190515518188477,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,5,Ġcake,-1.3032550811767578,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,6,Ġinside,-7.327786445617676,False,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,7,Ġgrasp,-20.05637550354004,True,meta-llama/Meta-Llama-3-70B
0,He baked a cake inside,inconceivable_syntactic,grasp.,8,.,-3.6910762786865234,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,1,<|begin_of_text|>,-21.966934204101562,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,3,Ġboiled,-12.216803550720215,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,4,Ġwater,-2.9656715393066406,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,5,Ġusing,-4.4693803787231445,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,6,Ġa,-1.4182662963867188,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,7,Ġkettle,-3.6068763732910156,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,probable,a kettle.,8,.,-2.4750232696533203,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,1,<|begin_of_text|>,-21.966934204101562,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,3,Ġboiled,-12.216803550720215,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,4,Ġwater,-2.9656715393066406,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,5,Ġusing,-4.4693803787231445,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,6,Ġa,-1.4182662963867188,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,7,Ġmicrowave,-4.063250541687012,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,improbable,a microwave.,8,.,-2.5359420776367188,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,1,<|begin_of_text|>,-21.966934204101562,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,3,Ġboiled,-12.216803550720215,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,4,Ġwater,-2.9656715393066406,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,5,Ġusing,-4.4693803787231445,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,6,Ġa,-1.4182662963867188,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,7,Ġrefrigerator,-8.614646911621094,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,impossible,a refrigerator.,8,.,-2.4686365127563477,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,1,<|begin_of_text|>,-21.966936111450195,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,3,Ġboiled,-12.216819763183594,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,4,Ġwater,-2.9656944274902344,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,5,Ġusing,-4.4693603515625,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,6,Ġjustice,-14.498434066772461,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable,justice.,7,.,-2.581353187561035,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,1,<|begin_of_text|>,-21.966936111450195,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,3,Ġboiled,-12.216819763183594,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,4,Ġwater,-2.9656944274902344,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,5,Ġusing,-4.4693603515625,False,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,6,Ġbegan,-15.993453025817871,True,meta-llama/Meta-Llama-3-70B
1,He boiled water using,inconceivable_syntactic,began.,7,.,-4.939085006713867,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,3,Ġbroke,-8.334020614624023,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,4,Ġa,-3.340651512145996,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,5,Ġcoconut,-9.711912155151367,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,6,Ġusing,-6.132534980773926,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,7,Ġa,-1.5656147003173828,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,8,Ġrock,-4.170950889587402,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,probable,a rock.,9,.,-2.387742042541504,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,3,Ġbroke,-8.334020614624023,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,4,Ġa,-3.340651512145996,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,5,Ġcoconut,-9.711912155151367,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,6,Ġusing,-6.132534980773926,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,7,Ġa,-1.5656147003173828,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,8,Ġtable,-7.803921222686768,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,improbable,a table.,9,.,-3.009899139404297,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,3,Ġbroke,-8.334020614624023,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,4,Ġa,-3.340651512145996,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,5,Ġcoconut,-9.711912155151367,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,6,Ġusing,-6.132534980773926,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,7,Ġa,-1.5656147003173828,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,8,Ġpillow,-8.099843978881836,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,impossible,a pillow.,9,.,-2.068277359008789,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,3,Ġbroke,-8.334020614624023,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,4,Ġa,-3.340651512145996,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,5,Ġcoconut,-9.711912155151367,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,6,Ġusing,-6.132534980773926,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,7,Ġa,-1.5656147003173828,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,8,Ġtexture,-13.444477081298828,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable,a texture.,9,.,-3.714456558227539,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,1,<|begin_of_text|>,-21.966934204101562,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,2,He,-7.823164939880371,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,3,Ġbroke,-8.334020614624023,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,4,Ġa,-3.3406505584716797,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,5,Ġcoconut,-9.711906433105469,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,6,Ġusing,-6.132529258728027,False,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,7,Ġof,-10.183710098266602,True,meta-llama/Meta-Llama-3-70B
2,He broke a coconut using,inconceivable_syntactic,of.,8,.,-6.836214065551758,True,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,3,Ġbuilt,-8.097145080566406,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,4,Ġa,-1.187699317932129,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,5,Ġhouse,-3.044316291809082,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,6,Ġout,-3.757657051086426,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,7,Ġof,-0.0793304443359375,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,8,Ġbrick,-5.818838119506836,True,meta-llama/Meta-Llama-3-70B
3,He built a house out of,probable,brick.,9,.,-2.6543703079223633,True,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,3,Ġbuilt,-8.097145080566406,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,4,Ġa,-1.187699317932129,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,5,Ġhouse,-3.044316291809082,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,6,Ġout,-3.757657051086426,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,7,Ġof,-0.0793304443359375,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,8,Ġgrass,-6.233135223388672,True,meta-llama/Meta-Llama-3-70B
3,He built a house out of,improbable,grass.,9,.,-2.735391616821289,True,meta-llama/Meta-Llama-3-70B
3,He built a house out of,impossible,gas.,0,<|begin_of_text|>,0.0,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,impossible,gas.,1,<|begin_of_text|>,-21.966938018798828,False,meta-llama/Meta-Llama-3-70B
3,He built a house out of,impossible,gas.,2,He,-7.8231611251831055,False,meta-llama/Meta-Llama-3-70B
