item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
0,He baked a cake inside,probable,an oven.,-8.970958709716797,-2.990319569905599,allenai/OLMo-7B-0424-hf,step2000-tokens8B
0,He baked a cake inside,improbable,an airfryer.,-24.02429485321045,-4.004049142201741,allenai/OLMo-7B-0424-hf,step2000-tokens8B
0,He baked a cake inside,impossible,a freezer.,-12.92885446548462,-4.30961815516154,allenai/OLMo-7B-0424-hf,step2000-tokens8B
0,He baked a cake inside,inconceivable,a sigh.,-15.494294166564941,-5.1647647221883135,allenai/OLMo-7B-0424-hf,step2000-tokens8B
0,He baked a cake inside,inconceivable_syntactic,grasp.,-17.080053329467773,-8.540026664733887,allenai/OLMo-7B-0424-hf,step2000-tokens8B
1,He boiled water using,probable,a kettle.,-12.031947135925293,-3.0079867839813232,allenai/OLMo-7B-0424-hf,step2000-tokens8B
1,He boiled water using,improbable,a microwave.,-10.822629928588867,-3.6075433095296225,allenai/OLMo-7B-0424-hf,step2000-tokens8B
1,He boiled water using,impossible,a refrigerator.,-12.016279220581055,-4.005426406860352,allenai/OLMo-7B-0424-hf,step2000-tokens8B
1,He boiled water using,inconceivable,justice.,-15.155705451965332,-7.577852725982666,allenai/OLMo-7B-0424-hf,step2000-tokens8B
1,He boiled water using,inconceivable_syntactic,began.,-17.07999038696289,-8.539995193481445,allenai/OLMo-7B-0424-hf,step2000-tokens8B
2,He broke a coconut using,probable,a rock.,-14.903119087219238,-4.967706362406413,allenai/OLMo-7B-0424-hf,step2000-tokens8B
2,He broke a coconut using,improbable,a table.,-12.325645446777344,-4.108548482259114,allenai/OLMo-7B-0424-hf,step2000-tokens8B
2,He broke a coconut using,impossible,a pillow.,-12.397385597229004,-4.132461865743001,allenai/OLMo-7B-0424-hf,step2000-tokens8B
2,He broke a coconut using,inconceivable,a texture.,-12.400959014892578,-4.133653004964192,allenai/OLMo-7B-0424-hf,step2000-tokens8B
2,He broke a coconut using,inconceivable_syntactic,of.,-15.430776119232178,-7.715388059616089,allenai/OLMo-7B-0424-hf,step2000-tokens8B
3,He built a house out of,probable,brick.,-8.951396465301514,-4.475698232650757,allenai/OLMo-7B-0424-hf,step2000-tokens8B
3,He built a house out of,improbable,grass.,-11.30541706085205,-5.652708530426025,allenai/OLMo-7B-0424-hf,step2000-tokens8B
3,He built a house out of,impossible,gas.,-9.284226417541504,-4.642113208770752,allenai/OLMo-7B-0424-hf,step2000-tokens8B
3,He built a house out of,inconceivable,language.,-14.331605911254883,-7.165802955627441,allenai/OLMo-7B-0424-hf,step2000-tokens8B
3,He built a house out of,inconceivable_syntactic,at.,-15.696240901947021,-7.848120450973511,allenai/OLMo-7B-0424-hf,step2000-tokens8B
4,He built a bridge out of,probable,steel.,-8.55890941619873,-4.279454708099365,allenai/OLMo-7B-0424-hf,step2000-tokens8B
4,He built a bridge out of,improbable,plastic.,-8.488173961639404,-4.244086980819702,allenai/OLMo-7B-0424-hf,step2000-tokens8B
4,He built a bridge out of,impossible,soup.,-12.56808853149414,-6.28404426574707,allenai/OLMo-7B-0424-hf,step2000-tokens8B
4,He built a bridge out of,inconceivable,dance.,-10.037198066711426,-5.018599033355713,allenai/OLMo-7B-0424-hf,step2000-tokens8B
4,He built a bridge out of,inconceivable_syntactic,fell.,-14.363470077514648,-7.181735038757324,allenai/OLMo-7B-0424-hf,step2000-tokens8B
5,He called a friend using,probable,a phone.,-8.986176490783691,-2.995392163594564,allenai/OLMo-7B-0424-hf,step2000-tokens8B
5,He called a friend using,improbable,a laptop.,-10.668196678161621,-3.556065559387207,allenai/OLMo-7B-0424-hf,step2000-tokens8B
5,He called a friend using,impossible,a sandwich.,-13.217865943908691,-4.4059553146362305,allenai/OLMo-7B-0424-hf,step2000-tokens8B
5,He called a friend using,inconceivable,mass.,-13.632185935974121,-6.8160929679870605,allenai/OLMo-7B-0424-hf,step2000-tokens8B
5,He called a friend using,inconceivable_syntactic,with.,-16.77899408340454,-8.38949704170227,allenai/OLMo-7B-0424-hf,step2000-tokens8B
6,He carried groceries inside,probable,a tote bag.,-21.259225845336914,-4.251845169067383,allenai/OLMo-7B-0424-hf,step2000-tokens8B
6,He carried groceries inside,improbable,a backpack.,-12.716753005981445,-4.2389176686604815,allenai/OLMo-7B-0424-hf,step2000-tokens8B
6,He carried groceries inside,impossible,a tornado.,-13.771389961242676,-4.590463320414226,allenai/OLMo-7B-0424-hf,step2000-tokens8B
6,He carried groceries inside,inconceivable,a law.,-13.381561279296875,-4.460520426432292,allenai/OLMo-7B-0424-hf,step2000-tokens8B
6,He carried groceries inside,inconceivable_syntactic,give.,-17.867385864257812,-8.933692932128906,allenai/OLMo-7B-0424-hf,step2000-tokens8B
7,He carved a statue using,probable,a chisel.,-15.801379680633545,-3.9503449201583862,allenai/OLMo-7B-0424-hf,step2000-tokens8B
7,He carved a statue using,improbable,a nail.,-10.697234153747559,-3.565744717915853,allenai/OLMo-7B-0424-hf,step2000-tokens8B
7,He carved a statue using,impossible,a sock.,-13.983348846435547,-4.661116282145183,allenai/OLMo-7B-0424-hf,step2000-tokens8B
7,He carved a statue using,inconceivable,laughter.,-12.480463027954102,-6.240231513977051,allenai/OLMo-7B-0424-hf,step2000-tokens8B
7,He carved a statue using,inconceivable_syntactic,forget.,-16.450791358947754,-8.225395679473877,allenai/OLMo-7B-0424-hf,step2000-tokens8B
8,He caught a fish in,probable,a lake.,-9.347078323364258,-3.1156927744547525,allenai/OLMo-7B-0424-hf,step2000-tokens8B
8,He caught a fish in,improbable,a puddle.,-10.807429313659668,-2.701857328414917,allenai/OLMo-7B-0424-hf,step2000-tokens8B
8,He caught a fish in,impossible,a raindrop.,-22.524343490600586,-4.504868698120117,allenai/OLMo-7B-0424-hf,step2000-tokens8B
8,He caught a fish in,inconceivable,an exclamation.,-18.177109718322754,-4.5442774295806885,allenai/OLMo-7B-0424-hf,step2000-tokens8B
8,He caught a fish in,inconceivable_syntactic,become.,-19.371524810791016,-9.685762405395508,allenai/OLMo-7B-0424-hf,step2000-tokens8B
9,He chilled a drink using,probable,ice.,-9.363280296325684,-4.681640148162842,allenai/OLMo-7B-0424-hf,step2000-tokens8B
9,He chilled a drink using,improbable,snow.,-10.557486534118652,-5.278743267059326,allenai/OLMo-7B-0424-hf,step2000-tokens8B
9,He chilled a drink using,impossible,fire.,-9.612466812133789,-4.8062334060668945,allenai/OLMo-7B-0424-hf,step2000-tokens8B
9,He chilled a drink using,inconceivable,yesterday.,-12.89726734161377,-6.448633670806885,allenai/OLMo-7B-0424-hf,step2000-tokens8B
9,He chilled a drink using,inconceivable_syntactic,onto.,-15.833608627319336,-7.916804313659668,allenai/OLMo-7B-0424-hf,step2000-tokens8B
10,He chopped a carrot using,probable,a knife.,-8.296332359313965,-2.7654441197713218,allenai/OLMo-7B-0424-hf,step2000-tokens8B
10,He chopped a carrot using,improbable,a sword.,-13.162201881408691,-4.3874006271362305,allenai/OLMo-7B-0424-hf,step2000-tokens8B
10,He chopped a carrot using,impossible,a rag.,-10.887626647949219,-3.6292088826497397,allenai/OLMo-7B-0424-hf,step2000-tokens8B
10,He chopped a carrot using,inconceivable,a color.,-13.76522159576416,-4.588407198588054,allenai/OLMo-7B-0424-hf,step2000-tokens8B
10,He chopped a carrot using,inconceivable_syntactic,through.,-16.5060453414917,-8.25302267074585,allenai/OLMo-7B-0424-hf,step2000-tokens8B
11,He cleaned a spill using,probable,a sponge.,-10.779726028442383,-3.5932420094807944,allenai/OLMo-7B-0424-hf,step2000-tokens8B
11,He cleaned a spill using,improbable,a scarf.,-12.29242992401123,-4.097476641337077,allenai/OLMo-7B-0424-hf,step2000-tokens8B
11,He cleaned a spill using,impossible,mustard.,-12.018155097961426,-6.009077548980713,allenai/OLMo-7B-0424-hf,step2000-tokens8B
11,He cleaned a spill using,inconceivable,a country.,-14.624536514282227,-4.874845504760742,allenai/OLMo-7B-0424-hf,step2000-tokens8B
11,He cleaned a spill using,inconceivable_syntactic,without.,-16.781509399414062,-8.390754699707031,allenai/OLMo-7B-0424-hf,step2000-tokens8B
12,He cleaned a carpet using,probable,a vacuum.,-10.139314651489258,-3.3797715504964194,allenai/OLMo-7B-0424-hf,step2000-tokens8B
12,He cleaned a carpet using,improbable,a hat.,-12.070291519165039,-4.023430506388347,allenai/OLMo-7B-0424-hf,step2000-tokens8B
12,He cleaned a carpet using,impossible,a crayon.,-21.002010822296143,-4.200402164459229,allenai/OLMo-7B-0424-hf,step2000-tokens8B
