item_id,eval_prefix,condition,continuation,token_idx,token,token_logprob,is_continuation_token,model
0,He baked a cake inside,probable,an oven.,0,<|endoftext|>,0.0,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,1,He,-5.4423828125,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,2,Ġbaked,-12.24386978149414,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,3,Ġa,-1.96258544921875,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,4,Ġcake,-1.5514450073242188,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,5,Ġinside,-7.730369567871094,False,gpt2-medium
0,He baked a cake inside,probable,an oven.,6,Ġan,-3.5235557556152344,True,gpt2-medium
0,He baked a cake inside,probable,an oven.,7,Ġoven,-1.5853271484375,True,gpt2-medium
0,He baked a cake inside,probable,an oven.,8,.,-2.1679840087890625,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,0,<|endoftext|>,0.0,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,1,He,-5.4423828125,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,2,Ġbaked,-12.24386978149414,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,3,Ġa,-1.96258544921875,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,4,Ġcake,-1.5514450073242188,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,5,Ġinside,-7.730369567871094,False,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,6,Ġan,-3.5235557556152344,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,7,Ġair,-3.742584228515625,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,8,f,-8.233882904052734,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,9,ry,-2.02606201171875,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,10,er,-1.1351203918457031,True,gpt2-medium
0,He baked a cake inside,improbable,an airfryer.,11,.,-1.911407470703125,True,gpt2-medium
0,He baked a cake inside,impossible,a freezer.,0,<|endoftext|>,0.0,False,gpt2-medium
