item_id,eval_prefix,condition,continuation,token_idx,token,token_logprob,is_continuation_token,model
0,He baked a cake inside,probable,an oven.,0,He,0.0,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,1,Ġbaked,-10.773579597473145,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,2,Ġa,-4.602485656738281,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,3,Ġcake,-10.074522972106934,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,4,Ġinside,-8.61535930633545,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,5,Ġan,-6.662006378173828,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,6,Ġoven,-9.693160057067871,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,probable,an oven.,7,.,-2.583643913269043,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,0,He,0.0,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,1,Ġbaked,-10.773582458496094,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,2,Ġa,-4.602490425109863,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,3,Ġcake,-10.07452392578125,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,4,Ġinside,-8.615355491638184,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,5,Ġan,-6.66200590133667,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,6,Ġair,-6.575525760650635,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,7,f,-8.56820011138916,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,8,ry,-7.098457336425781,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,9,er,-5.984763145446777,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,improbable,an airfryer.,10,.,-2.8422842025756836,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,0,He,0.0,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,1,Ġbaked,-10.773579597473145,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,2,Ġa,-4.602485656738281,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,3,Ġcake,-10.074522972106934,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,4,Ġinside,-8.61535930633545,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,5,Ġa,-4.365328788757324,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,6,Ġfreezer,-10.579438209533691,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,impossible,a freezer.,7,.,-3.0044755935668945,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,0,He,0.0,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,1,Ġbaked,-10.773579597473145,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,2,Ġa,-4.602485656738281,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,3,Ġcake,-10.074522972106934,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,4,Ġinside,-8.61535930633545,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,5,Ġa,-4.365328788757324,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,6,Ġsigh,-10.326530456542969,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable,a sigh.,7,.,-2.6259021759033203,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,0,He,0.0,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,1,Ġbaked,-10.773581504821777,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,2,Ġa,-4.602489471435547,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,3,Ġcake,-10.074522972106934,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,4,Ġinside,-8.615355491638184,False,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,5,Ġgrasp,-12.496274948120117,True,allenai/OLMo-7B-0424-hf
0,He baked a cake inside,inconceivable_syntactic,grasp.,6,.,-2.3969459533691406,True,allenai/OLMo-7B-0424-hf
