item_id,eval_prefix,condition,continuation,token_idx,token,token_logprob,is_continuation_token,model
0,He baked a cake inside,probable,an oven.,0,<|endoftext|>,0.0,False,gpt2
0,He baked a cake inside,probable,an oven.,1,He,-5.949104309082031,False,gpt2
0,He baked a cake inside,probable,an oven.,2,Ġbaked,-11.87542724609375,False,gpt2
0,He baked a cake inside,probable,an oven.,3,Ġa,-2.013427734375,False,gpt2
0,He baked a cake inside,probable,an oven.,4,Ġcake,-3.1363983154296875,False,gpt2
0,He baked a cake inside,probable,an oven.,5,Ġinside,-7.248199462890625,False,gpt2
0,He baked a cake inside,probable,an oven.,6,Ġan,-3.9730606079101562,True,gpt2
0,He baked a cake inside,probable,an oven.,7,Ġoven,-1.83941650390625,True,gpt2
0,He baked a cake inside,probable,an oven.,8,.,-1.8657150268554688,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,0,<|endoftext|>,0.0,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,1,He,-5.949104309082031,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,2,Ġbaked,-11.87542724609375,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,3,Ġa,-2.013427734375,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,4,Ġcake,-3.1363983154296875,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,5,Ġinside,-7.248199462890625,False,gpt2
0,He baked a cake inside,improbable,an airfryer.,6,Ġan,-3.9730606079101562,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,7,Ġair,-4.100311279296875,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,8,f,-7.9254302978515625,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,9,ry,-3.2706146240234375,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,10,er,-2.8430938720703125,True,gpt2
0,He baked a cake inside,improbable,an airfryer.,11,.,-1.9852294921875,True,gpt2
0,He baked a cake inside,impossible,a freezer.,0,<|endoftext|>,0.0,False,gpt2
0,He baked a cake inside,impossible,a freezer.,1,He,-5.949104309082031,False,gpt2
0,He baked a cake inside,impossible,a freezer.,2,Ġbaked,-11.87542724609375,False,gpt2
0,He baked a cake inside,impossible,a freezer.,3,Ġa,-2.013427734375,False,gpt2
0,He baked a cake inside,impossible,a freezer.,4,Ġcake,-3.1363983154296875,False,gpt2
0,He baked a cake inside,impossible,a freezer.,5,Ġinside,-7.248199462890625,False,gpt2
0,He baked a cake inside,impossible,a freezer.,6,Ġa,-1.5807571411132812,True,gpt2
0,He baked a cake inside,impossible,a freezer.,7,Ġfreezer,-5.186180114746094,True,gpt2
0,He baked a cake inside,impossible,a freezer.,8,.,-2.60821533203125,True,gpt2
0,He baked a cake inside,inconceivable,a sigh.,0,<|endoftext|>,0.0,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,1,He,-5.949104309082031,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,2,Ġbaked,-11.87542724609375,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,3,Ġa,-2.013427734375,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,4,Ġcake,-3.1363983154296875,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,5,Ġinside,-7.248199462890625,False,gpt2
0,He baked a cake inside,inconceivable,a sigh.,6,Ġa,-1.5807571411132812,True,gpt2
0,He baked a cake inside,inconceivable,a sigh.,7,Ġsigh,-11.976188659667969,True,gpt2
0,He baked a cake inside,inconceivable,a sigh.,8,.,-2.1873703002929688,True,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,0,<|endoftext|>,0.0,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,1,He,-5.949104309082031,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,2,Ġbaked,-11.87542724609375,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,3,Ġa,-2.0134353637695312,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,4,Ġcake,-3.1363983154296875,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,5,Ġinside,-7.248222351074219,False,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,6,Ġgrasp,-16.15411376953125,True,gpt2
0,He baked a cake inside,inconceivable_syntactic,grasp.,7,.,-2.2682037353515625,True,gpt2
1,He boiled water using,probable,a kettle.,0,<|endoftext|>,0.0,False,gpt2
1,He boiled water using,probable,a kettle.,1,He,-5.949104309082031,False,gpt2
1,He boiled water using,probable,a kettle.,2,Ġboiled,-11.54730224609375,False,gpt2
1,He boiled water using,probable,a kettle.,3,Ġwater,-4.176628112792969,False,gpt2
1,He boiled water using,probable,a kettle.,4,Ġusing,-6.208900451660156,False,gpt2
1,He boiled water using,probable,a kettle.,5,Ġa,-1.0039596557617188,True,gpt2
1,He boiled water using,probable,a kettle.,6,Ġkettle,-4.3123321533203125,True,gpt2
1,He boiled water using,probable,a kettle.,7,.,-1.9464797973632812,True,gpt2
1,He boiled water using,improbable,a microwave.,0,<|endoftext|>,0.0,False,gpt2
1,He boiled water using,improbable,a microwave.,1,He,-5.949104309082031,False,gpt2
1,He boiled water using,improbable,a microwave.,2,Ġboiled,-11.54730224609375,False,gpt2
1,He boiled water using,improbable,a microwave.,3,Ġwater,-4.176628112792969,False,gpt2
1,He boiled water using,improbable,a microwave.,4,Ġusing,-6.208900451660156,False,gpt2
1,He boiled water using,improbable,a microwave.,5,Ġa,-1.0039596557617188,True,gpt2
1,He boiled water using,improbable,a microwave.,6,Ġmicrowave,-5.211769104003906,True,gpt2
1,He boiled water using,improbable,a microwave.,7,.,-2.0526199340820312,True,gpt2
1,He boiled water using,impossible,a refrigerator.,0,<|endoftext|>,0.0,False,gpt2
1,He boiled water using,impossible,a refrigerator.,1,He,-5.949104309082031,False,gpt2
1,He boiled water using,impossible,a refrigerator.,2,Ġboiled,-11.54730224609375,False,gpt2
1,He boiled water using,impossible,a refrigerator.,3,Ġwater,-4.176628112792969,False,gpt2
1,He boiled water using,impossible,a refrigerator.,4,Ġusing,-6.208900451660156,False,gpt2
1,He boiled water using,impossible,a refrigerator.,5,Ġa,-1.0039596557617188,True,gpt2
1,He boiled water using,impossible,a refrigerator.,6,Ġrefrigerator,-7.810111999511719,True,gpt2
1,He boiled water using,impossible,a refrigerator.,7,.,-2.2058181762695312,True,gpt2
1,He boiled water using,inconceivable,justice.,0,<|endoftext|>,0.0,False,gpt2
1,He boiled water using,inconceivable,justice.,1,He,-5.949104309082031,False,gpt2
1,He boiled water using,inconceivable,justice.,2,Ġboiled,-11.54730224609375,False,gpt2
1,He boiled water using,inconceivable,justice.,3,Ġwater,-4.176628112792969,False,gpt2
1,He boiled water using,inconceivable,justice.,4,Ġusing,-6.208900451660156,False,gpt2
1,He boiled water using,inconceivable,justice.,5,Ġjustice,-13.596450805664062,True,gpt2
1,He boiled water using,inconceivable,justice.,6,.,-1.618560791015625,True,gpt2
1,He boiled water using,inconceivable_syntactic,began.,0,<|endoftext|>,0.0,False,gpt2
1,He boiled water using,inconceivable_syntactic,began.,1,He,-5.949104309082031,False,gpt2
1,He boiled water using,inconceivable_syntactic,began.,2,Ġboiled,-11.54730224609375,False,gpt2
1,He boiled water using,inconceivable_syntactic,began.,3,Ġwater,-4.176628112792969,False,gpt2
1,He boiled water using,inconceivable_syntactic,began.,4,Ġusing,-6.208900451660156,False,gpt2
1,He boiled water using,inconceivable_syntactic,began.,5,Ġbegan,-14.367286682128906,True,gpt2
1,He boiled water using,inconceivable_syntactic,began.,6,.,-4.7046356201171875,True,gpt2
2,He broke a coconut using,probable,a rock.,0,<|endoftext|>,0.0,False,gpt2
2,He broke a coconut using,probable,a rock.,1,He,-5.949104309082031,False,gpt2
2,He broke a coconut using,probable,a rock.,2,Ġbroke,-7.8044891357421875,False,gpt2
2,He broke a coconut using,probable,a rock.,3,Ġa,-3.010223388671875,False,gpt2
2,He broke a coconut using,probable,a rock.,4,Ġcoconut,-11.4002685546875,False,gpt2
2,He broke a coconut using,probable,a rock.,5,Ġusing,-8.082283020019531,False,gpt2
2,He broke a coconut using,probable,a rock.,6,Ġa,-1.0372695922851562,True,gpt2
2,He broke a coconut using,probable,a rock.,7,Ġrock,-5.933830261230469,True,gpt2
2,He broke a coconut using,probable,a rock.,8,.,-2.19195556640625,True,gpt2
2,He broke a coconut using,improbable,a table.,0,<|endoftext|>,0.0,False,gpt2
2,He broke a coconut using,improbable,a table.,1,He,-5.949104309082031,False,gpt2
2,He broke a coconut using,improbable,a table.,2,Ġbroke,-7.8044891357421875,False,gpt2
2,He broke a coconut using,improbable,a table.,3,Ġa,-3.010223388671875,False,gpt2
2,He broke a coconut using,improbable,a table.,4,Ġcoconut,-11.4002685546875,False,gpt2
2,He broke a coconut using,improbable,a table.,5,Ġusing,-8.082283020019531,False,gpt2
2,He broke a coconut using,improbable,a table.,6,Ġa,-1.0372695922851562,True,gpt2
2,He broke a coconut using,improbable,a table.,7,Ġtable,-7.840522766113281,True,gpt2
2,He broke a coconut using,improbable,a table.,8,.,-4.709197998046875,True,gpt2
2,He broke a coconut using,impossible,a pillow.,0,<|endoftext|>,0.0,False,gpt2
2,He broke a coconut using,impossible,a pillow.,1,He,-5.949104309082031,False,gpt2
2,He broke a coconut using,impossible,a pillow.,2,Ġbroke,-7.8044891357421875,False,gpt2
