item_id,eval_prefix,condition,continuation,continuation_sum_logprob,continuation_mean_logprob,model,revision
0,He baked a cake inside,probable,an oven.,-5.895045280456543,-1.9650150934855144,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
0,He baked a cake inside,improbable,an airfryer.,-13.090400695800781,-2.1817334493001304,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
0,He baked a cake inside,impossible,a freezer.,-9.281070709228516,-3.0936902364095054,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
0,He baked a cake inside,inconceivable,a sigh.,-15.792439460754395,-5.264146486918132,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
0,He baked a cake inside,inconceivable_syntactic,grasp.,-20.46129035949707,-10.230645179748535,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
1,He boiled water using,probable,a kettle.,-6.304854393005371,-1.5762135982513428,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
1,He boiled water using,improbable,a microwave.,-7.762630462646484,-2.587543487548828,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
1,He boiled water using,impossible,a refrigerator.,-12.458244323730469,-4.152748107910156,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
1,He boiled water using,inconceivable,justice.,-16.144164085388184,-8.072082042694092,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
1,He boiled water using,inconceivable_syntactic,began.,-19.307307243347168,-9.653653621673584,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
2,He broke a coconut using,probable,a rock.,-5.240392684936523,-1.7467975616455078,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
2,He broke a coconut using,improbable,a table.,-11.355476379394531,-3.7851587931315103,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
2,He broke a coconut using,impossible,a pillow.,-11.470316886901855,-3.8234389623006186,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
2,He broke a coconut using,inconceivable,a texture.,-15.958574295043945,-5.319524765014648,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
2,He broke a coconut using,inconceivable_syntactic,of.,-16.977373123168945,-8.488686561584473,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
3,He built a house out of,probable,brick.,-8.315414428710938,-4.157707214355469,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
3,He built a house out of,improbable,grass.,-9.020736694335938,-4.510368347167969,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
3,He built a house out of,impossible,gas.,-14.552046775817871,-7.2760233879089355,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
3,He built a house out of,inconceivable,language.,-13.29194164276123,-6.645970821380615,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
3,He built a house out of,inconceivable_syntactic,at.,-18.007617950439453,-9.003808975219727,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
4,He built a bridge out of,probable,steel.,-8.45736026763916,-4.22868013381958,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
4,He built a bridge out of,improbable,plastic.,-9.930414199829102,-4.965207099914551,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
4,He built a bridge out of,impossible,soup.,-11.939775466918945,-5.969887733459473,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
4,He built a bridge out of,inconceivable,dance.,-12.582775115966797,-6.291387557983398,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
4,He built a bridge out of,inconceivable_syntactic,fell.,-16.782158851623535,-8.391079425811768,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
5,He called a friend using,probable,a phone.,-8.470365524291992,-2.8234551747639975,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
5,He called a friend using,improbable,a laptop.,-10.967827796936035,-3.6559425989786782,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
5,He called a friend using,impossible,a sandwich.,-15.530076026916504,-5.176692008972168,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
5,He called a friend using,inconceivable,mass.,-17.221896171569824,-8.610948085784912,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
5,He called a friend using,inconceivable_syntactic,with.,-15.050765991210938,-7.525382995605469,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
6,He carried groceries inside,probable,a tote bag.,-11.493107795715332,-2.2986215591430663,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
6,He carried groceries inside,improbable,a backpack.,-11.37376880645752,-3.7912562688191733,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
6,He carried groceries inside,impossible,a tornado.,-16.93295955657959,-5.644319852193196,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
6,He carried groceries inside,inconceivable,a law.,-20.096370697021484,-6.698790232340495,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
6,He carried groceries inside,inconceivable_syntactic,give.,-18.51252841949463,-9.256264209747314,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
7,He carved a statue using,probable,a chisel.,-7.449794769287109,-1.8624486923217773,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
7,He carved a statue using,improbable,a nail.,-11.723496437072754,-3.907832145690918,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
7,He carved a statue using,impossible,a sock.,-14.019352912902832,-4.673117637634277,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
7,He carved a statue using,inconceivable,laughter.,-13.772576332092285,-6.886288166046143,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
7,He carved a statue using,inconceivable_syntactic,forget.,-19.16551971435547,-9.582759857177734,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
8,He caught a fish in,probable,a lake.,-6.639128684997559,-2.213042894999186,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
8,He caught a fish in,improbable,a puddle.,-9.3814115524292,-2.3453528881073,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
8,He caught a fish in,impossible,a raindrop.,-15.223609924316406,-3.044721984863281,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
8,He caught a fish in,inconceivable,an exclamation.,-18.84026527404785,-4.710066318511963,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
8,He caught a fish in,inconceivable_syntactic,become.,-19.819093704223633,-9.909546852111816,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
9,He chilled a drink using,probable,ice.,-5.150651931762695,-2.5753259658813477,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
9,He chilled a drink using,improbable,snow.,-8.156842231750488,-4.078421115875244,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
9,He chilled a drink using,impossible,fire.,-8.704957962036133,-4.352478981018066,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
9,He chilled a drink using,inconceivable,yesterday.,-16.682632446289062,-8.341316223144531,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
9,He chilled a drink using,inconceivable_syntactic,onto.,-19.303967475891113,-9.651983737945557,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
10,He chopped a carrot using,probable,a knife.,-3.834043502807617,-1.2780145009358723,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
10,He chopped a carrot using,improbable,a sword.,-8.164811134338379,-2.7216037114461265,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
10,He chopped a carrot using,impossible,a rag.,-13.962655067443848,-4.654218355814616,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
10,He chopped a carrot using,inconceivable,a color.,-16.387080192565918,-5.46236006418864,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
10,He chopped a carrot using,inconceivable_syntactic,through.,-17.215103149414062,-8.607551574707031,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
11,He cleaned a spill using,probable,a sponge.,-6.766994476318359,-2.255664825439453,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
11,He cleaned a spill using,improbable,a scarf.,-13.189697265625,-4.396565755208333,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
11,He cleaned a spill using,impossible,mustard.,-11.875520706176758,-5.937760353088379,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
11,He cleaned a spill using,inconceivable,a country.,-19.294820308685303,-6.431606769561768,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
11,He cleaned a spill using,inconceivable_syntactic,without.,-16.72086524963379,-8.360432624816895,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
12,He cleaned a carpet using,probable,a vacuum.,-7.886570930480957,-2.628856976826986,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
12,He cleaned a carpet using,improbable,a hat.,-15.22120475769043,-5.0737349192301435,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
12,He cleaned a carpet using,impossible,a crayon.,-16.51776123046875,-3.30355224609375,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
12,He cleaned a carpet using,inconceivable,a week.,-16.268702507019043,-5.422900835673015,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
12,He cleaned a carpet using,inconceivable_syntactic,into.,-17.763898849487305,-8.881949424743652,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
13,He climbed a tree using,probable,a ladder.,-5.887724876403809,-1.9625749588012695,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
13,He climbed a tree using,improbable,a rope.,-4.711190223693848,-1.5703967412312825,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
13,He climbed a tree using,impossible,oil.,-14.5582857131958,-7.2791428565979,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
13,He climbed a tree using,inconceivable,a poem.,-14.213545799255371,-4.73784859975179,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
13,He climbed a tree using,inconceivable_syntactic,before.,-16.409223556518555,-8.204611778259277,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
14,He closed a jacket using,probable,a zipper.,-6.536452293395996,-1.634113073348999,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
14,He closed a jacket using,improbable,glue.,-9.73902702331543,-4.869513511657715,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
14,He closed a jacket using,impossible,fog.,-15.49638843536377,-7.748194217681885,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
14,He closed a jacket using,inconceivable,a word.,-11.649519920349121,-3.8831733067830405,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
14,He closed a jacket using,inconceivable_syntactic,until.,-16.435885429382324,-8.217942714691162,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
15,He constructed a tower out of,probable,blocks.,-7.034598350524902,-3.517299175262451,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
15,He constructed a tower out of,improbable,bubbles.,-12.721360206604004,-6.360680103302002,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
15,He constructed a tower out of,impossible,sparks.,-14.410372734069824,-4.803457578023274,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
15,He constructed a tower out of,inconceivable,seasons.,-15.389744758605957,-7.6948723793029785,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
15,He constructed a tower out of,inconceivable_syntactic,forgive.,-20.108280181884766,-10.054140090942383,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
16,He cooked dinner out of,probable,pasta.,-12.037102699279785,-6.018551349639893,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
16,He cooked dinner out of,improbable,insects.,-12.640612602233887,-6.320306301116943,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
16,He cooked dinner out of,impossible,the moon.,-12.903238296508789,-4.301079432169597,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
16,He cooked dinner out of,inconceivable,thoughts.,-14.074796676635742,-7.037398338317871,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
16,He cooked dinner out of,inconceivable_syntactic,do.,-16.232746124267578,-8.116373062133789,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
17,He cooled a room using,probable,a fan.,-5.191164016723633,-1.7303880055745442,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
17,He cooled a room using,improbable,shades.,-10.863100051879883,-5.431550025939941,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
17,He cooled a room using,impossible,a heater.,-8.559836387634277,-2.8532787958780923,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
17,He cooled a room using,inconceivable,a taste.,-17.68182373046875,-5.893941243489583,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
17,He cooled a room using,inconceivable_syntactic,have.,-15.947890281677246,-7.973945140838623,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
18,He covered a window using,probable,curtains.,-9.106966972351074,-4.553483486175537,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
18,He covered a window using,improbable,sheets.,-8.917228698730469,-4.458614349365234,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
18,He covered a window using,impossible,a hair.,-18.09824562072754,-6.032748540242513,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
18,He covered a window using,inconceivable,a chant.,-17.57471752166748,-5.85823917388916,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
18,He covered a window using,inconceivable_syntactic,make.,-15.555519104003906,-7.777759552001953,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
19,He crafted a bowl out of,probable,clay.,-5.000179290771484,-2.500089645385742,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
19,He crafted a bowl out of,improbable,mud.,-8.47195053100586,-4.23597526550293,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
19,He crafted a bowl out of,impossible,smoke.,-11.398547172546387,-5.699273586273193,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
19,He crafted a bowl out of,inconceivable,math.,-14.645469665527344,-7.322734832763672,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
19,He crafted a bowl out of,inconceivable_syntactic,follow.,-16.836338996887207,-8.418169498443604,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
20,He crushed a soda can using,probable,a shoe.,-9.49349308013916,-3.16449769337972,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
20,He crushed a soda can using,improbable,a chair.,-9.626980781555176,-3.208993593851725,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
20,He crushed a soda can using,impossible,a tissue.,-12.221674919128418,-4.073891639709473,allenai/OLMo-7B-0424-hf,step477000-tokens2000B
